Respondent_ID,Churn_reason,Market,Gender,AOV,App_use,Date,Age_group,Churn_type
3496480698233788,Reason for Security Concerns,Italy,Female,129,1,2023-03-01,Age 35-44,Security Concerns
4797273433567003,Reason for Hard Credit Checks,Italy,Female,118,0,2023-03-01,Age 25-34,Hard Credit Checks
7537383063653223,Reason for General sentiment,Germany,Male,131,0,2023-03-01,Age 55+,General sentiment
2449434139909880,Reason for Security Concerns,Italy,Male,121,1,2023-05-01,Age 18-24,Security Concerns
5187821505562451,Reason for Late payment penalties,UK,Female,121,1,2023-03-01,Age 45-54,Late payment penalties
6865558732500500,Reason for Hard Credit Checks,Germany,Female,146,0,2023-05-01,Age 55+,Hard Credit Checks
9076616878155316,Reason for Limited acceptance,UK,Male,113,1,2023-06-01,Age 25-34,Limited acceptance
1577883338612785,Reason for Technical Issues,USA,Female,133,1,2023-02-01,Age 55+,Technical Issues
2883909409412728,Reason for Hard Credit Checks,UK,Male,125,1,2023-04-01,Age 55+,Hard Credit Checks
7710992985034517,Reason for Limited acceptance,Germany,Female,109,1,2023-04-01,Age 55+,Limited acceptance
6335121753838892,Reason for Negative Customer Service Experiences,Australia,Female,98,0,2023-04-01,Age 45-54,Negative Customer Service Experiences
4173526717882160,Reason for Unclassified,Germany,Female,121,0,2023-05-01,Age 18-24,Unclassified
8402376186949619,Reason for Unclear terms,Australia,Male,128,0,2023-06-01,Age 25-34,Unclear terms
7923099882070971,Reason for Lack of need,USA,Male,129,0,2023-01-01,Age 18-24,Lack of need
5961950926936825,Reason for Lack of need,UK,Male,109,1,2023-05-01,Age 55+,Lack of need
7563843421382219,Reason for Hard Credit Checks,Spain,Female,141,1,2023-05-01,Age 55+,Hard Credit Checks
1085437250280702,Reason for Late payment penalties,Germany,Female,133,0,2023-02-01,Age 25-34,Late payment penalties
8910045914486475,Reason for Late payment penalties,Italy,Female,118,0,2023-06-01,Age 55+,Late payment penalties
6691167808008358,Reason for Account Suspension Issues,Germany,Female,107,1,2023-05-01,Age 18-24,Account Suspension Issues
9158434558764016,Reason for Negative Customer Service Experiences,Italy,Female,144,0,2023-06-01,Age 55+,Negative Customer Service Experiences
8934081872497210,Reason for Account Suspension Issues,Australia,Male,111,1,2023-01-01,Age 55+,Account Suspension Issues
8839276303793953,Reason for Better alternatives,Australia,Male,140,0,2023-04-01,Age 35-44,Better alternatives
2830943410792981,Reason for Lack of need,Germany,Female,125,0,2023-04-01,Age 55+,Lack of need
9050161099680881,Reason for Limited acceptance,Sweden,Male,115,1,2023-01-01,Age 35-44,Limited acceptance
8448881594609976,Reason for Hard Credit Checks,UK,Female,91,0,2023-03-01,Age 25-34,Hard Credit Checks
8073425738836923,Reason for Better alternatives,UK,Female,132,0,2023-06-01,Age 45-54,Better alternatives
7053512056573390,Reason for Limited acceptance,Spain,Female,115,1,2023-05-01,Age 25-34,Limited acceptance
3863586596117212,Reason for Technical Issues,Australia,Male,121,0,2023-05-01,Age 35-44,Technical Issues
1849630451391791,Reason for General sentiment,Australia,Male,111,1,2023-01-01,Age 18-24,General sentiment
3018258229741751,Reason for Late payment penalties,Italy,Male,111,0,2023-02-01,Age 45-54,Late payment penalties
9746375843764333,Reason for Unclear terms,Spain,Female,113,1,2023-06-01,Age 35-44,Unclear terms
5554534129845426,Reason for High interest rates,UK,Male,120,1,2023-04-01,Age 35-44,High interest rates
2075121940923001,Reason for High interest rates,Australia,Female,111,0,2023-05-01,Age 18-24,High interest rates
7579125452677732,Reason for Unclassified,USA,Female,115,1,2023-04-01,Age 55+,Unclassified
3844576221636616,Reason for Lack of need,Germany,Female,122,1,2023-04-01,Age 55+,Lack of need
7379349720155747,Reason for Unclear terms,Italy,Female,123,0,2023-06-01,Age 18-24,Unclear terms
3527801290142312,Reason for General sentiment,Spain,Male,116,0,2023-05-01,Age 18-24,General sentiment
7869691327615547,Reason for Unclear terms,Italy,Male,125,0,2023-05-01,Age 45-54,Unclear terms
9348472726594914,Reason for Negative Customer Service Experiences,USA,Male,123,1,2023-05-01,Age 55+,Negative Customer Service Experiences
1522411647667507,Reason for Technical Issues,Australia,Male,118,1,2023-06-01,Age 35-44,Technical Issues
6880276767219906,Reason for Better alternatives,France,Male,112,0,2023-03-01,Age 35-44,Better alternatives
2271596294942916,Reason for Negative Customer Service Experiences,Sweden,Male,121,1,2023-04-01,Age 18-24,Negative Customer Service Experiences
9979025590833599,Reason for Account Suspension Issues,UK,Female,130,1,2023-05-01,Age 55+,Account Suspension Issues
5210051458813922,Reason for High interest rates,Italy,Male,125,1,2023-01-01,Age 18-24,High interest rates
1729938543715246,Reason for Account Suspension Issues,Australia,Female,141,0,2023-02-01,Age 25-34,Account Suspension Issues
3723514433474535,Reason for Lack of need,Germany,Male,128,0,2023-06-01,Age 55+,Lack of need
2180548318833314,Reason for General sentiment,USA,Female,110,0,2023-02-01,Age 35-44,General sentiment
9135237483041677,Reason for Lack of need,France,Female,135,1,2023-03-01,Age 45-54,Lack of need
5887002121259515,Reason for Negative Customer Service Experiences,Sweden,Female,140,0,2023-02-01,Age 45-54,Negative Customer Service Experiences
9784277399204014,Reason for Account Suspension Issues,Sweden,Male,120,0,2023-01-01,Age 45-54,Account Suspension Issues
2875457356712221,Reason for Limited acceptance,Germany,Female,131,0,2023-04-01,Age 45-54,Limited acceptance
7933663602669032,Reason for Security Concerns,USA,Female,143,0,2023-01-01,Age 25-34,Security Concerns
8160906047092643,Reason for General sentiment,USA,Female,126,0,2023-03-01,Age 18-24,General sentiment
8937105571682988,Reason for Late payment penalties,Spain,Male,106,1,2023-06-01,Age 18-24,Late payment penalties
9308069941937353,Reason for Technical Issues,Germany,Female,107,1,2023-01-01,Age 55+,Technical Issues
1727670755549207,Reason for Unclear terms,UK,Female,116,0,2023-06-01,Age 18-24,Unclear terms
7723745894118420,Reason for Negative Customer Service Experiences,USA,Male,124,0,2023-02-01,Age 18-24,Negative Customer Service Experiences
7151700038710378,Reason for Technical Issues,Germany,Female,120,0,2023-06-01,Age 18-24,Technical Issues
6242434668883495,Reason for Lack of need,USA,Male,122,0,2023-03-01,Age 55+,Lack of need
2263999601286779,Reason for Technical Issues,Germany,Male,122,0,2023-01-01,Age 45-54,Technical Issues
3076364157856823,Reason for Late payment penalties,Spain,Male,115,0,2023-05-01,Age 55+,Late payment penalties
5197434705843965,Reason for Security Concerns,Italy,Female,118,0,2023-03-01,Age 35-44,Security Concerns
3635465890804563,Reason for Better alternatives,Sweden,Female,125,1,2023-05-01,Age 45-54,Better alternatives
2589419604669994,Reason for Security Concerns,France,Male,125,0,2023-03-01,Age 55+,Security Concerns
9355617622817737,Reason for Lack of need,UK,Female,114,1,2023-05-01,Age 25-34,Lack of need
3722087178148009,Reason for Technical Issues,Sweden,Male,126,0,2023-02-01,Age 55+,Technical Issues
6933445838679929,Reason for Account Suspension Issues,Spain,Female,115,1,2023-02-01,Age 18-24,Account Suspension Issues
6568537889688754,Reason for Negative Customer Service Experiences,USA,Male,132,1,2023-02-01,Age 55+,Negative Customer Service Experiences
6872541901525711,Reason for Lack of need,Italy,Female,111,0,2023-02-01,Age 18-24,Lack of need
6651335358290720,Reason for Technical Issues,Italy,Female,112,1,2023-06-01,Age 45-54,Technical Issues
7783737741951514,Reason for Account Suspension Issues,Italy,Female,135,1,2023-06-01,Age 25-34,Account Suspension Issues
2327422815094560,Reason for Lack of need,Sweden,Female,117,1,2023-02-01,Age 35-44,Lack of need
5669872550862189,Reason for Negative Customer Service Experiences,France,Male,120,0,2023-03-01,Age 18-24,Negative Customer Service Experiences
8332179151382707,Reason for Limited acceptance,Germany,Female,131,0,2023-05-01,Age 25-34,Limited acceptance
4384584023158055,Reason for General sentiment,Spain,Male,126,0,2023-04-01,Age 45-54,General sentiment
5487447469330448,Reason for Negative Customer Service Experiences,Spain,Male,137,0,2023-04-01,Age 35-44,Negative Customer Service Experiences
2955336837375099,Reason for Unclear terms,UK,Female,121,1,2023-04-01,Age 45-54,Unclear terms
1541798429540814,Reason for Limited acceptance,UK,Male,117,0,2023-05-01,Age 45-54,Limited acceptance
3240156298542596,Reason for Negative Customer Service Experiences,UK,Female,100,1,2023-03-01,Age 18-24,Negative Customer Service Experiences
1896751887436043,Reason for Account Suspension Issues,Germany,Female,114,0,2023-04-01,Age 25-34,Account Suspension Issues
9700871911543239,Reason for Negative Customer Service Experiences,Italy,Female,113,1,2023-01-01,Age 45-54,Negative Customer Service Experiences
6837065567844876,Reason for Unclassified,Germany,Female,126,0,2023-04-01,Age 45-54,Unclassified
3387807296945263,Reason for Unclassified,Sweden,Male,120,0,2023-04-01,Age 25-34,Unclassified
9780985360039760,Reason for Unclear terms,Sweden,Male,134,1,2023-04-01,Age 45-54,Unclear terms
6803349684283145,Reason for Security Concerns,UK,Female,125,1,2023-04-01,Age 45-54,Security Concerns
3637426880156270,Reason for Hard Credit Checks,Sweden,Male,143,0,2023-06-01,Age 35-44,Hard Credit Checks
7094019335092137,Reason for Account Suspension Issues,France,Male,129,0,2023-05-01,Age 18-24,Account Suspension Issues
7647004124622827,Reason for Unclassified,Germany,Female,141,0,2023-05-01,Age 18-24,Unclassified
2620203118508640,Reason for General sentiment,France,Male,129,1,2023-05-01,Age 18-24,General sentiment
3656201539845840,Reason for Lack of need,UK,Male,118,1,2023-06-01,Age 25-34,Lack of need
4887894982560568,Reason for High interest rates,France,Male,129,1,2023-04-01,Age 45-54,High interest rates
7128568035012391,Reason for Unclear terms,Australia,Male,112,1,2023-04-01,Age 45-54,Unclear terms
2024607030628295,Reason for Hard Credit Checks,Spain,Female,121,0,2023-05-01,Age 45-54,Hard Credit Checks
8800559048117780,Reason for Unclear terms,Sweden,Female,114,0,2023-03-01,Age 25-34,Unclear terms
7454081601839602,Reason for Better alternatives,France,Female,128,1,2023-05-01,Age 25-34,Better alternatives
4233755078120833,Reason for Lack of need,UK,Female,124,1,2023-06-01,Age 25-34,Lack of need
3267448197675220,Reason for Late payment penalties,Germany,Male,127,1,2023-01-01,Age 45-54,Late payment penalties
7672208439403773,Reason for Unclassified,Spain,Male,134,0,2023-06-01,Age 18-24,Unclassified
5948305588356959,Reason for Security Concerns,Germany,Male,112,1,2023-04-01,Age 18-24,Security Concerns
8218957882071128,Reason for Account Suspension Issues,Sweden,Female,119,1,2023-01-01,Age 18-24,Account Suspension Issues
6256501760377692,Reason for Account Suspension Issues,Sweden,Male,116,1,2023-03-01,Age 35-44,Account Suspension Issues
3722987829155601,Reason for Account Suspension Issues,France,Female,103,1,2023-01-01,Age 18-24,Account Suspension Issues
2816298480587939,Reason for Unclear terms,Italy,Female,110,1,2023-06-01,Age 55+,Unclear terms
1189432873571996,Reason for General sentiment,Spain,Male,111,0,2023-06-01,Age 18-24,General sentiment
2373086754901202,Reason for Hard Credit Checks,France,Female,130,1,2023-03-01,Age 35-44,Hard Credit Checks
5984472937015759,Reason for Lack of need,Italy,Male,111,1,2023-06-01,Age 25-34,Lack of need
9594740722990224,Reason for Unclear terms,Spain,Male,123,1,2023-06-01,Age 45-54,Unclear terms
8097809877531492,Reason for Account Suspension Issues,Sweden,Female,120,0,2023-03-01,Age 25-34,Account Suspension Issues
2739297046780514,Reason for Account Suspension Issues,USA,Male,122,1,2023-01-01,Age 25-34,Account Suspension Issues
9170107002639947,Reason for Lack of need,Germany,Male,120,0,2023-04-01,Age 18-24,Lack of need
4338278127452984,Reason for Technical Issues,USA,Female,131,0,2023-06-01,Age 45-54,Technical Issues
4910692354103595,Reason for Account Suspension Issues,Spain,Female,106,0,2023-02-01,Age 25-34,Account Suspension Issues
8085418690751093,Reason for Negative Customer Service Experiences,Spain,Male,116,1,2023-02-01,Age 18-24,Negative Customer Service Experiences
6326023905419507,Reason for Security Concerns,Italy,Male,121,1,2023-03-01,Age 55+,Security Concerns
2424168626145022,Reason for High interest rates,Spain,Male,141,1,2023-02-01,Age 25-34,High interest rates
4380400114050517,Reason for Technical Issues,Australia,Female,112,1,2023-05-01,Age 35-44,Technical Issues
2002768861888457,Reason for Lack of need,USA,Female,116,0,2023-06-01,Age 25-34,Lack of need
1174026277112905,Reason for Hard Credit Checks,USA,Male,119,1,2023-01-01,Age 18-24,Hard Credit Checks
4116571255936983,Reason for Better alternatives,Italy,Female,112,1,2023-04-01,Age 55+,Better alternatives
4603119480798066,Reason for Late payment penalties,Italy,Female,107,0,2023-06-01,Age 25-34,Late payment penalties
7164505543430464,Reason for Negative Customer Service Experiences,Germany,Female,122,0,2023-02-01,Age 45-54,Negative Customer Service Experiences
9666960911817362,Reason for General sentiment,Spain,Female,143,1,2023-01-01,Age 25-34,General sentiment
9180664565875628,Reason for High interest rates,UK,Male,106,0,2023-01-01,Age 35-44,High interest rates
9512618424876746,Reason for Security Concerns,Italy,Female,134,1,2023-05-01,Age 55+,Security Concerns
3082775337486490,Reason for Security Concerns,Sweden,Male,144,0,2023-03-01,Age 45-54,Security Concerns
1101485166423739,Reason for Negative Customer Service Experiences,Spain,Female,94,1,2023-05-01,Age 18-24,Negative Customer Service Experiences
1923224585440365,Reason for Technical Issues,USA,Male,115,1,2023-02-01,Age 45-54,Technical Issues
8645616329712462,Reason for Security Concerns,UK,Female,124,0,2023-03-01,Age 18-24,Security Concerns
4562063848881515,Reason for Unclear terms,USA,Female,125,1,2023-02-01,Age 55+,Unclear terms
4945529388284441,Reason for Technical Issues,Sweden,Male,105,1,2023-01-01,Age 18-24,Technical Issues
9020331650157071,Reason for Negative Customer Service Experiences,USA,Male,113,1,2023-05-01,Age 25-34,Negative Customer Service Experiences
8283617338730379,Reason for Late payment penalties,Italy,Female,125,1,2023-05-01,Age 55+,Late payment penalties
3169424621828264,Reason for Lack of need,Germany,Male,108,1,2023-02-01,Age 18-24,Lack of need
6132689435593636,Reason for High interest rates,Germany,Female,112,0,2023-06-01,Age 45-54,High interest rates
1860469853288290,Reason for Lack of need,Germany,Male,114,1,2023-06-01,Age 55+,Lack of need
4098124166707646,Reason for Unclear terms,Italy,Male,95,0,2023-05-01,Age 25-34,Unclear terms
7294890663376833,Reason for Limited acceptance,UK,Male,127,1,2023-03-01,Age 45-54,Limited acceptance
7498112629338541,Reason for Limited acceptance,Sweden,Female,112,1,2023-01-01,Age 35-44,Limited acceptance
1434848057645227,Reason for Unclassified,Germany,Female,125,0,2023-01-01,Age 45-54,Unclassified
7173114176946268,Reason for Late payment penalties,Spain,Female,131,0,2023-03-01,Age 45-54,Late payment penalties
7155633905782090,Reason for Hard Credit Checks,UK,Male,109,0,2023-04-01,Age 35-44,Hard Credit Checks
6605514258870039,Reason for Better alternatives,UK,Female,119,1,2023-03-01,Age 45-54,Better alternatives
6343802226245459,Reason for Negative Customer Service Experiences,Sweden,Male,125,0,2023-05-01,Age 18-24,Negative Customer Service Experiences
9257777048878607,Reason for Unclassified,Italy,Male,118,0,2023-01-01,Age 55+,Unclassified
8720165089770298,Reason for High interest rates,France,Female,113,1,2023-06-01,Age 55+,High interest rates
1555827999902661,Reason for High interest rates,UK,Male,129,0,2023-04-01,Age 55+,High interest rates
1446933544519571,Reason for Lack of need,USA,Male,122,0,2023-05-01,Age 45-54,Lack of need
4335656450351483,Reason for Hard Credit Checks,USA,Female,106,1,2023-03-01,Age 45-54,Hard Credit Checks
5420110807270639,Reason for Better alternatives,Australia,Male,110,1,2023-03-01,Age 18-24,Better alternatives
7683690448729932,Reason for Account Suspension Issues,Sweden,Male,121,0,2023-02-01,Age 45-54,Account Suspension Issues
4478773941689745,Reason for General sentiment,USA,Female,127,1,2023-06-01,Age 35-44,General sentiment
2907216237509152,Reason for Limited acceptance,Spain,Male,104,0,2023-04-01,Age 18-24,Limited acceptance
9567455407957573,Reason for Late payment penalties,Italy,Male,107,1,2023-03-01,Age 25-34,Late payment penalties
4800451711264452,Reason for Unclear terms,Germany,Male,116,0,2023-01-01,Age 18-24,Unclear terms
7415304134841730,Reason for Account Suspension Issues,France,Male,106,1,2023-03-01,Age 45-54,Account Suspension Issues
5661464060566010,Reason for Unclassified,UK,Female,112,0,2023-05-01,Age 35-44,Unclassified
5930710593659826,Reason for Hard Credit Checks,Italy,Female,132,1,2023-03-01,Age 45-54,Hard Credit Checks
1961640188788722,Reason for High interest rates,France,Male,130,1,2023-02-01,Age 55+,High interest rates
7429153713386629,Reason for Account Suspension Issues,France,Male,113,0,2023-06-01,Age 25-34,Account Suspension Issues
1700596019589923,Reason for Technical Issues,France,Female,118,0,2023-06-01,Age 45-54,Technical Issues
2593604940669372,Reason for Lack of need,Sweden,Female,111,1,2023-05-01,Age 55+,Lack of need
3809358846498692,Reason for General sentiment,Germany,Female,119,0,2023-01-01,Age 55+,General sentiment
5192079742341215,Reason for Technical Issues,Germany,Male,99,0,2023-01-01,Age 18-24,Technical Issues
5360674150008480,Reason for Hard Credit Checks,Spain,Male,110,0,2023-06-01,Age 18-24,Hard Credit Checks
5759920418152969,Reason for Technical Issues,Italy,Male,109,0,2023-01-01,Age 35-44,Technical Issues
6678915099884559,Reason for Hard Credit Checks,Australia,Female,110,1,2023-02-01,Age 25-34,Hard Credit Checks
2407348370948301,Reason for Late payment penalties,USA,Female,143,0,2023-03-01,Age 18-24,Late payment penalties
7464333284703990,Reason for Limited acceptance,Australia,Male,115,0,2023-01-01,Age 18-24,Limited acceptance
9241793044879093,Reason for Account Suspension Issues,Australia,Female,95,0,2023-05-01,Age 18-24,Account Suspension Issues
2069137013810296,Reason for Unclassified,USA,Female,125,0,2023-03-01,Age 55+,Unclassified
2058852592610879,Reason for Unclassified,France,Female,143,0,2023-03-01,Age 55+,Unclassified
3549344451741886,Reason for Late payment penalties,Australia,Male,126,1,2023-02-01,Age 25-34,Late payment penalties
7184419993940446,Reason for Hard Credit Checks,USA,Male,120,1,2023-05-01,Age 45-54,Hard Credit Checks
9468976491533374,Reason for Limited acceptance,USA,Female,119,0,2023-04-01,Age 55+,Limited acceptance
2500586666230253,Reason for Lack of need,UK,Male,114,1,2023-05-01,Age 35-44,Lack of need
9824278683537344,Reason for Unclear terms,Australia,Male,120,1,2023-05-01,Age 18-24,Unclear terms
6836673486422730,Reason for Late payment penalties,USA,Male,108,1,2023-02-01,Age 35-44,Late payment penalties
9073042719391435,Reason for High interest rates,Sweden,Male,109,0,2023-02-01,Age 45-54,High interest rates
5396697960504597,Reason for Unclassified,Spain,Female,127,0,2023-03-01,Age 35-44,Unclassified
6720336305231913,Reason for General sentiment,Germany,Female,121,0,2023-04-01,Age 18-24,General sentiment
8286900898742452,Reason for Better alternatives,Australia,Male,119,1,2023-01-01,Age 18-24,Better alternatives
3862203255661792,Reason for General sentiment,France,Female,120,0,2023-06-01,Age 18-24,General sentiment
1911126793923422,Reason for Late payment penalties,Australia,Male,109,1,2023-04-01,Age 18-24,Late payment penalties
6927431285432102,Reason for High interest rates,Spain,Female,126,0,2023-03-01,Age 45-54,High interest rates
7518287481499020,Reason for Unclear terms,Italy,Male,103,0,2023-01-01,Age 18-24,Unclear terms
6582959581384336,Reason for Negative Customer Service Experiences,USA,Male,105,1,2023-01-01,Age 45-54,Negative Customer Service Experiences
4533161747349420,Reason for High interest rates,France,Female,121,0,2023-01-01,Age 18-24,High interest rates
8343718322265937,Reason for Negative Customer Service Experiences,Italy,Male,123,1,2023-03-01,Age 55+,Negative Customer Service Experiences
9845768160875472,Reason for Security Concerns,USA,Female,118,1,2023-05-01,Age 18-24,Security Concerns
2356032587001404,Reason for Negative Customer Service Experiences,USA,Female,126,1,2023-01-01,Age 35-44,Negative Customer Service Experiences
1005351524679001,Reason for Unclassified,Spain,Female,113,0,2023-03-01,Age 45-54,Unclassified
1574812424424863,Reason for Lack of need,France,Female,125,0,2023-01-01,Age 35-44,Lack of need
7293384293733848,Reason for Unclear terms,USA,Male,131,0,2023-01-01,Age 35-44,Unclear terms
5037226883280753,Reason for General sentiment,Sweden,Male,113,0,2023-06-01,Age 18-24,General sentiment
1161878897734815,Reason for Negative Customer Service Experiences,UK,Male,108,1,2023-03-01,Age 55+,Negative Customer Service Experiences
3301421332082544,Reason for Limited acceptance,Italy,Male,126,0,2023-05-01,Age 55+,Limited acceptance
8481161372825904,Reason for Unclassified,Sweden,Male,99,0,2023-06-01,Age 45-54,Unclassified
4097886139675411,Reason for Unclassified,UK,Male,122,0,2023-05-01,Age 35-44,Unclassified
8661607287862831,Reason for Better alternatives,USA,Male,116,0,2023-01-01,Age 45-54,Better alternatives
8077321509609785,Reason for Security Concerns,Australia,Female,108,0,2023-06-01,Age 45-54,Security Concerns
8296810895746216,Reason for Hard Credit Checks,Australia,Female,118,1,2023-02-01,Age 18-24,Hard Credit Checks
5577033028262117,Reason for Account Suspension Issues,UK,Male,112,0,2023-06-01,Age 55+,Account Suspension Issues
7692243819160885,Reason for Limited acceptance,Spain,Female,119,0,2023-06-01,Age 55+,Limited acceptance
6892094291128486,Reason for Account Suspension Issues,France,Female,114,1,2023-04-01,Age 35-44,Account Suspension Issues
2837147803716274,Reason for Late payment penalties,Sweden,Female,102,1,2023-05-01,Age 45-54,Late payment penalties
3343149947187448,Reason for Security Concerns,Spain,Female,109,1,2023-06-01,Age 25-34,Security Concerns
2277065505161830,Reason for General sentiment,USA,Male,116,1,2023-05-01,Age 25-34,General sentiment
4861658358939857,Reason for Security Concerns,Spain,Female,119,0,2023-05-01,Age 45-54,Security Concerns
4821571332680374,Reason for Security Concerns,Spain,Male,103,0,2023-04-01,Age 55+,Security Concerns
1867490053347614,Reason for Unclassified,Sweden,Male,125,1,2023-03-01,Age 45-54,Unclassified
8272778528884116,Reason for Late payment penalties,USA,Female,113,0,2023-03-01,Age 25-34,Late payment penalties
1879096858734809,Reason for Hard Credit Checks,USA,Male,109,1,2023-04-01,Age 45-54,Hard Credit Checks
3249409650450903,Reason for High interest rates,USA,Female,110,1,2023-02-01,Age 55+,High interest rates
2549543443565104,Reason for Technical Issues,Australia,Male,113,0,2023-02-01,Age 35-44,Technical Issues
1868495154857575,Reason for Technical Issues,Italy,Male,124,1,2023-05-01,Age 55+,Technical Issues
9791638670446542,Reason for Better alternatives,France,Female,106,0,2023-03-01,Age 45-54,Better alternatives
4245656073286864,Reason for Better alternatives,Australia,Female,115,0,2023-02-01,Age 45-54,Better alternatives
7774615632417263,Reason for Unclassified,Italy,Female,122,1,2023-03-01,Age 25-34,Unclassified
5926868285998084,Reason for Technical Issues,Australia,Male,125,0,2023-02-01,Age 55+,Technical Issues
4427225820898264,Reason for Negative Customer Service Experiences,USA,Male,121,1,2023-04-01,Age 18-24,Negative Customer Service Experiences
9932850879252482,Reason for Unclassified,UK,Female,112,0,2023-04-01,Age 45-54,Unclassified
7678459039592783,Reason for Hard Credit Checks,Italy,Male,123,0,2023-04-01,Age 18-24,Hard Credit Checks
5190150679720374,Reason for Lack of need,Spain,Male,110,0,2023-01-01,Age 25-34,Lack of need
8142157363309804,Reason for Limited acceptance,Sweden,Female,119,1,2023-05-01,Age 18-24,Limited acceptance
4245711872590388,Reason for Security Concerns,France,Female,138,1,2023-06-01,Age 45-54,Security Concerns
2779756033537790,Reason for Technical Issues,France,Male,116,0,2023-02-01,Age 18-24,Technical Issues
8017188858473120,Reason for Unclear terms,Italy,Male,132,1,2023-04-01,Age 35-44,Unclear terms
8590991477754600,Reason for Unclear terms,France,Female,124,0,2023-05-01,Age 55+,Unclear terms
5175861948115499,Reason for Late payment penalties,Australia,Female,131,1,2023-03-01,Age 35-44,Late payment penalties
5576058372480220,Reason for Lack of need,Australia,Male,134,1,2023-05-01,Age 18-24,Lack of need
7796940858321639,Reason for High interest rates,Spain,Female,117,0,2023-04-01,Age 18-24,High interest rates
7675013704681630,Reason for Lack of need,Germany,Male,125,0,2023-06-01,Age 18-24,Lack of need
8899912782996931,Reason for Account Suspension Issues,Italy,Female,134,1,2023-03-01,Age 45-54,Account Suspension Issues
2265583782537575,Reason for High interest rates,Germany,Male,115,1,2023-06-01,Age 55+,High interest rates
8249555483034925,Reason for Limited acceptance,Sweden,Male,118,1,2023-03-01,Age 45-54,Limited acceptance
7780461418514210,Reason for Unclear terms,Australia,Female,117,1,2023-05-01,Age 35-44,Unclear terms
1014287650276896,Reason for Unclassified,USA,Male,117,0,2023-06-01,Age 45-54,Unclassified
9604928431671121,Reason for Limited acceptance,UK,Male,123,1,2023-06-01,Age 35-44,Limited acceptance
3863976965571366,Reason for Late payment penalties,Spain,Female,104,1,2023-06-01,Age 55+,Late payment penalties
5289929283287870,Reason for Unclassified,France,Female,115,0,2023-03-01,Age 18-24,Unclassified
9751964155331339,Reason for Unclear terms,Spain,Female,134,0,2023-02-01,Age 18-24,Unclear terms
7067457128426884,Reason for High interest rates,Australia,Male,100,1,2023-01-01,Age 45-54,High interest rates
4036565115978124,Reason for Limited acceptance,Spain,Male,110,1,2023-02-01,Age 18-24,Limited acceptance
5360495629796445,Reason for Hard Credit Checks,UK,Male,121,1,2023-06-01,Age 35-44,Hard Credit Checks
9052209610692852,Reason for Account Suspension Issues,Australia,Female,105,0,2023-06-01,Age 25-34,Account Suspension Issues
2167267711226266,Reason for Security Concerns,Spain,Female,122,1,2023-04-01,Age 45-54,Security Concerns
9759249958782782,Reason for Hard Credit Checks,Germany,Female,117,0,2023-02-01,Age 45-54,Hard Credit Checks
5629026220922243,Reason for Unclassified,UK,Female,123,0,2023-06-01,Age 25-34,Unclassified
8829505269293048,Reason for Security Concerns,Sweden,Male,123,1,2023-02-01,Age 55+,Security Concerns
7180554176538448,Reason for Late payment penalties,Spain,Female,113,1,2023-02-01,Age 25-34,Late payment penalties
5515837974783655,Reason for Late payment penalties,Germany,Female,130,0,2023-06-01,Age 55+,Late payment penalties
2861932329179686,Reason for Hard Credit Checks,France,Male,116,0,2023-03-01,Age 18-24,Hard Credit Checks
3474898445520498,Reason for Security Concerns,Australia,Female,122,1,2023-06-01,Age 18-24,Security Concerns
9808557627064131,Reason for Security Concerns,Sweden,Male,115,0,2023-06-01,Age 55+,Security Concerns
4762838633607296,Reason for Account Suspension Issues,Spain,Female,123,0,2023-04-01,Age 25-34,Account Suspension Issues
8659840512983071,Reason for Better alternatives,USA,Female,124,0,2023-06-01,Age 55+,Better alternatives
6895484472222100,Reason for Negative Customer Service Experiences,Sweden,Male,102,0,2023-03-01,Age 45-54,Negative Customer Service Experiences
9081343240298211,Reason for Late payment penalties,Spain,Female,110,0,2023-04-01,Age 55+,Late payment penalties
9607930397136406,Reason for Unclassified,Spain,Male,132,1,2023-02-01,Age 18-24,Unclassified
8759689644938312,Reason for Better alternatives,Australia,Male,130,1,2023-01-01,Age 18-24,Better alternatives
8721452037867834,Reason for Technical Issues,Spain,Male,117,0,2023-04-01,Age 25-34,Technical Issues
7050283021186420,Reason for Account Suspension Issues,France,Male,109,0,2023-03-01,Age 45-54,Account Suspension Issues
5545865170351550,Reason for High interest rates,Italy,Female,108,0,2023-03-01,Age 45-54,High interest rates
5271043924991714,Reason for Better alternatives,Spain,Male,130,0,2023-01-01,Age 35-44,Better alternatives
5839422067193307,Reason for Account Suspension Issues,Germany,Male,132,1,2023-02-01,Age 35-44,Account Suspension Issues
7079983180972475,Reason for Limited acceptance,UK,Male,143,0,2023-05-01,Age 25-34,Limited acceptance
1844738222912253,Reason for High interest rates,Italy,Female,125,1,2023-05-01,Age 25-34,High interest rates
4214612597077930,Reason for Late payment penalties,USA,Male,124,1,2023-04-01,Age 45-54,Late payment penalties
7213540751610381,Reason for Better alternatives,Spain,Male,109,1,2023-04-01,Age 45-54,Better alternatives
7689679274701930,Reason for Technical Issues,Australia,Female,121,1,2023-01-01,Age 45-54,Technical Issues
3057317003556549,Reason for Lack of need,Spain,Female,128,0,2023-06-01,Age 45-54,Lack of need
7370135932954687,Reason for Unclassified,Sweden,Male,104,1,2023-05-01,Age 55+,Unclassified
